"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Horizontal_Distance_To_Fire_Points","Wilderness_Area1","Wilderness_Area2","Wilderness_Area3","Wilderness_Area4","Soil_Type10","Soil_Type12","Soil_Type22","Soil_Type23","Soil_Type29","Soil_Type30","Soil_Type32","Soil_Type33","Cover_Type"
2845,175,22,150,62,990,226,245,3046,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2935,297,15,256,22,5139,177,234,1691,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2880,192,26,120,37,516,208,250,1167,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2688,73,24,95,35,108,240,188,1950,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2818,176,27,90,35,1082,222,242,2995,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2901,174,16,180,46,531,228,247,1103,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2770,68,24,324,100,335,236,184,2134,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2633,144,12,120,0,2262,237,237,2461,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2842,92,18,242,79,1598,245,210,1600,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2666,73,6,30,-6,1233,228,228,1745,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2868,204,9,330,103,2083,215,248,780,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2866,263,10,888,186,2280,196,245,1638,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2820,185,27,85,27,1201,214,247,2892,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2753,102,13,30,7,914,242,222,1456,0,0,1,0,0,0,0,1,0,0,0,0,"5"
2711,294,11,242,17,1369,188,237,2084,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2713,333,13,0,0,1361,189,223,2282,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2806,61,21,124,-13,272,232,192,1436,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2807,54,16,90,20,2058,228,204,2053,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2903,174,22,180,48,469,227,245,1041,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2806,179,23,90,32,845,222,247,3059,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2813,90,29,210,141,1371,249,181,932,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2905,353,8,42,-3,4979,206,226,1590,1,0,0,0,0,0,0,1,0,0,0,0,"5"
2632,184,13,95,2,2167,222,248,2547,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2724,70,5,342,29,175,225,230,872,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2767,121,18,127,-26,532,247,223,297,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2686,32,7,108,15,2131,219,224,1884,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2824,77,27,190,99,2022,242,181,484,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2731,132,17,192,57,1620,245,228,892,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2563,322,22,108,44,834,160,213,1142,0,0,1,0,1,0,0,0,0,0,0,0,"5"
2819,107,18,404,68,1676,247,217,664,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2821,239,20,170,59,1025,178,252,1678,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2746,325,14,162,19,1639,185,224,1190,0,0,1,0,1,0,0,0,0,0,0,0,"5"
2803,68,23,201,132,212,237,189,1554,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2866,148,20,162,46,2197,242,234,947,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2771,96,29,108,32,942,251,185,1370,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2857,94,27,350,214,366,250,188,1956,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2760,27,12,607,35,180,215,215,842,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2877,344,14,400,205,1138,192,218,685,0,0,1,0,0,0,0,0,0,0,1,0,"5"
2785,56,19,212,98,218,229,197,1333,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2737,78,21,153,6,175,242,198,1205,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2723,209,24,85,28,1048,195,254,1812,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2878,226,15,450,46,847,198,253,1673,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2823,155,12,702,46,2173,234,241,1742,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2769,47,15,242,56,2557,224,206,300,0,0,1,0,1,0,0,0,0,0,0,0,"5"
2837,98,8,0,0,1732,234,228,1947,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2750,94,23,67,-23,210,249,198,2278,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2723,79,28,124,71,150,243,178,1215,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2929,103,23,469,-83,558,251,203,1854,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2778,90,12,175,39,480,239,220,323,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2742,57,18,256,76,277,230,198,2151,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2896,54,13,242,5,1932,227,212,1471,0,0,1,0,0,0,0,0,0,0,1,0,"5"
2849,95,32,240,89,330,250,173,2605,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2863,109,22,499,113,1592,251,209,779,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2738,288,12,323,40,1358,186,239,1994,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2821,151,21,150,73,1806,241,235,1123,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2821,221,19,30,7,1301,194,254,2598,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2774,116,18,324,95,361,248,220,488,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2693,59,10,30,7,3234,228,219,6097,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2604,117,12,497,27,624,240,229,638,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2919,328,8,30,4,4799,202,231,1931,1,0,0,0,0,0,0,1,0,0,0,0,"5"
2790,324,17,0,0,2291,176,220,834,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2745,120,20,150,69,3247,249,219,6061,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2824,93,45,190,45,268,240,130,1510,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2783,70,22,350,115,362,237,190,2160,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2682,266,15,30,8,1485,181,245,967,0,0,1,0,0,0,0,1,0,0,0,0,"5"
2852,112,18,391,98,1734,248,219,886,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2760,348,13,433,89,2779,194,217,1406,0,0,1,0,0,0,0,0,0,0,1,0,"5"
2818,154,12,60,4,2024,234,241,2347,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2695,276,11,0,0,1487,191,242,1036,0,0,1,0,0,0,0,1,0,0,0,0,"5"
2872,159,18,268,121,1980,236,240,832,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2845,49,26,309,191,323,220,176,1507,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2741,55,8,323,67,350,225,223,2322,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2799,146,3,0,0,1950,224,239,2393,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2728,342,18,85,18,1559,179,210,1261,0,0,1,0,1,0,0,0,0,0,0,0,"5"
2819,140,8,150,19,2132,233,238,2223,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2894,121,12,190,54,624,241,230,1191,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2824,110,15,234,65,1910,244,222,937,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2728,65,19,150,82,162,234,199,942,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2915,131,10,470,83,655,237,235,1466,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2744,207,32,124,61,1181,183,249,1703,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2957,295,8,108,15,4821,198,238,2160,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2735,197,19,127,37,892,211,252,1967,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2557,323,12,150,20,1369,190,228,1392,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2786,182,9,371,25,1854,223,246,2075,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2941,39,13,60,15,4689,220,212,2105,1,0,0,0,0,0,0,1,0,0,0,0,"5"
2663,147,17,210,29,2324,240,236,2377,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2905,215,12,1073,110,2521,208,251,1406,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2765,159,7,212,35,2616,227,241,2068,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2738,67,13,242,65,247,233,213,1999,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2882,317,15,636,116,2192,178,225,793,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2830,80,15,339,77,1767,239,212,793,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2771,57,25,323,108,342,228,178,2188,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2732,91,29,150,84,153,249,182,2448,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2891,253,8,342,59,874,202,246,1678,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2853,129,13,295,128,1894,241,232,618,0,0,1,0,0,0,0,0,0,0,1,0,"5"
2887,96,28,450,241,469,251,187,1872,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2746,42,25,95,-17,150,215,176,1307,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2977,114,22,418,150,1184,251,212,514,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2663,273,15,30,1,1544,178,243,812,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2856,62,20,295,131,1914,233,196,592,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2836,124,27,201,55,2136,253,209,1437,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2942,27,3,0,0,4702,218,232,2218,1,0,0,0,0,0,0,1,0,0,0,0,"5"
2727,217,21,95,33,1008,194,254,1851,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2824,323,7,0,0,1399,202,233,1090,0,0,1,0,0,0,0,1,0,0,0,0,"5"
2833,2,15,67,7,1463,197,209,1077,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2683,39,3,67,4,2118,220,232,1836,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2787,144,19,379,113,1740,243,233,1041,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2891,159,8,270,0,1832,229,242,1332,0,0,1,0,0,0,0,0,0,0,1,0,"5"
2670,176,14,240,36,2336,226,247,2357,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2720,82,22,150,84,162,244,196,1776,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2680,189,9,0,0,1168,221,247,607,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2847,136,25,700,69,2210,249,221,1717,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2730,292,16,240,30,1437,172,235,2079,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2930,173,25,437,179,1834,226,243,940,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2847,102,18,258,80,499,247,213,1261,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2724,83,13,182,45,190,238,216,1947,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2906,144,4,402,74,706,226,239,1504,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2785,56,31,342,112,351,222,158,2053,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2833,66,13,30,6,902,232,214,192,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2888,48,7,319,56,824,223,225,1500,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2905,329,1,30,-3,4948,215,237,1714,1,0,0,0,0,0,0,1,0,0,0,0,"5"
2793,81,22,67,26,1740,243,196,1630,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2812,225,8,216,78,1597,209,248,2310,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2850,238,19,470,18,886,183,253,1756,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2836,58,17,240,53,1931,230,202,1998,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2720,71,31,95,71,108,236,164,2101,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2919,85,14,170,20,4689,240,215,1852,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2881,209,6,42,-2,2105,215,246,1401,0,0,1,0,0,0,0,1,0,0,0,0,"5"
2681,4,7,0,0,2577,211,227,2282,1,0,0,0,0,0,0,0,0,0,0,0,"5"
2714,79,51,85,53,95,222,97,1256,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2913,321,16,95,14,4784,178,223,1771,1,0,0,0,0,0,0,1,0,0,0,0,"5"
2749,285,5,342,49,1406,207,240,1964,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2880,167,12,446,38,2466,230,244,1982,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2588,101,1,210,-8,330,221,237,6199,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2954,263,6,67,2,4751,205,243,2293,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2875,204,12,339,114,2148,213,251,713,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2806,156,25,108,58,1839,239,233,1116,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2769,79,31,60,-15,175,242,167,1411,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2949,32,7,108,0,4625,219,224,2163,1,0,0,0,0,0,0,1,0,0,0,0,"5"
2807,92,35,218,105,270,249,165,2590,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2811,34,19,201,149,216,214,196,1401,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2779,72,10,30,4,2197,232,220,1284,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2874,165,11,424,32,2436,230,244,2005,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2608,225,17,90,38,824,195,254,6267,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2952,228,13,30,8,1749,201,251,1442,0,0,1,0,0,0,0,0,0,0,1,0,"5"
2774,52,25,242,125,1282,224,178,849,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2805,259,27,300,58,1723,146,243,2191,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2723,133,17,175,49,1590,245,229,864,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2688,16,6,0,0,2657,215,227,2201,1,0,0,0,0,0,0,0,0,0,0,0,"5"
2703,60,8,127,14,180,227,223,914,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2852,219,10,914,80,2310,209,250,1595,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2738,80,10,300,64,330,234,223,2280,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2821,196,18,361,120,752,213,252,1936,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2766,89,32,180,108,180,248,172,2160,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2690,88,22,85,23,218,246,198,598,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2679,40,7,0,0,2315,221,224,649,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2787,119,19,30,3,2819,248,220,2250,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2693,100,29,120,62,120,252,187,807,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2954,3,5,42,1,4636,213,230,2300,1,0,0,0,0,0,0,1,0,0,0,0,"5"
2844,294,22,30,3,2173,154,229,942,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2838,313,17,481,89,1935,173,225,955,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2870,184,10,330,105,2112,223,247,752,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2850,200,8,902,75,2311,217,247,1593,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2752,56,23,285,89,306,228,185,2177,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2819,58,18,42,15,2227,230,198,2242,0,0,1,0,0,0,0,1,0,0,0,0,"5"
2892,5,6,30,3,4810,213,229,1679,1,0,0,0,0,0,0,1,0,0,0,0,"5"
2784,242,23,85,27,1033,169,251,1610,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2601,152,6,150,4,488,227,240,6159,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2906,250,15,787,230,2227,187,249,1725,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2893,134,28,258,148,2046,250,215,731,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2811,154,7,579,39,2058,229,241,1864,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2781,115,15,95,22,2059,245,224,957,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2753,9,6,0,0,930,213,227,2208,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2712,114,19,42,-12,306,249,217,484,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2879,9,10,350,47,750,209,221,1426,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2732,71,33,90,61,120,235,158,1484,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2759,104,14,95,20,420,243,221,365,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2740,207,16,170,44,914,208,253,1945,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2785,204,26,201,103,1207,196,252,1707,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2908,88,22,607,151,633,246,198,1648,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2690,169,25,42,7,2525,229,241,2349,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2763,108,3,242,33,2643,225,236,2026,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2804,178,7,42,3,2750,223,244,2389,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2876,326,10,175,-4,1716,195,229,1410,0,0,1,0,0,0,0,0,0,0,1,0,"5"
2490,90,8,108,17,810,232,228,5189,1,0,0,0,0,0,0,0,0,0,0,0,"5"
2923,175,5,42,8,4755,223,243,1890,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2710,80,30,85,22,124,243,172,1519,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2943,282,13,60,8,4841,184,241,2002,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2767,156,9,247,10,1742,230,241,2197,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2692,58,19,85,27,108,230,197,1731,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2763,70,30,134,8,256,236,166,2098,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2781,213,21,30,12,1765,196,254,1195,0,0,1,0,0,0,0,1,0,0,0,0,"5"
2796,84,25,182,110,201,246,188,1515,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2908,229,10,547,207,1920,205,250,1991,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2868,300,22,497,121,1861,155,225,2042,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2888,113,15,190,31,2340,245,223,604,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2697,122,17,30,2,2766,247,224,2122,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2823,82,22,180,101,1959,244,195,600,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2587,15,11,285,18,1578,211,218,1793,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2734,43,15,150,21,2520,221,205,379,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2761,101,16,124,27,420,245,217,371,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2931,166,11,365,93,872,229,244,2297,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2938,147,10,430,100,834,233,239,2301,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2700,175,20,309,64,3200,227,246,1771,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2934,99,27,361,-59,485,252,192,2003,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2800,12,10,309,87,1786,210,219,1033,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2788,121,20,85,19,2124,249,220,1214,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2902,208,8,210,16,1826,215,248,1650,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2818,88,15,175,44,1847,241,214,1854,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2879,41,10,382,47,760,222,217,1436,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2882,6,12,569,116,2182,205,216,757,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2794,62,6,0,0,973,225,228,2529,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2906,130,11,240,51,616,239,234,1106,0,0,1,0,0,0,0,0,0,0,1,0,"5"
2796,212,9,437,39,1909,213,249,2014,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2768,263,17,216,74,966,177,246,1908,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2818,88,15,201,35,1888,241,214,1914,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2905,329,14,67,6,4790,187,223,1748,1,0,0,0,0,0,0,1,0,0,0,0,"5"
2823,225,16,443,128,872,196,253,1831,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2752,340,25,190,21,1666,158,194,1165,0,0,1,0,1,0,0,0,0,0,0,0,"5"
2792,22,13,120,41,1383,212,213,1159,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2819,206,22,268,135,1114,201,254,1800,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2787,92,28,150,77,268,250,185,1415,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2713,105,11,120,34,124,240,226,1909,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2896,351,8,30,3,4803,206,227,1702,1,0,0,0,0,0,0,1,0,0,0,0,"5"
2742,29,10,510,43,150,217,219,837,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2759,350,4,0,0,853,212,233,2228,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2920,169,11,607,76,2649,228,245,1826,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2816,141,19,150,-6,781,244,232,335,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2735,273,8,30,3,1909,199,242,782,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2829,104,15,402,79,1699,245,219,752,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2847,99,31,270,175,1304,252,180,865,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2706,72,23,120,31,134,239,190,1666,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2817,145,22,256,-5,690,244,230,457,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2856,39,10,543,90,2068,221,218,830,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2790,45,7,0,0,932,222,225,2527,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2674,84,9,30,4,1338,233,225,725,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2865,61,29,277,140,1947,229,167,564,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2827,255,27,366,75,1779,147,244,2130,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2778,128,19,42,12,2109,247,225,1087,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2775,100,36,150,103,1387,251,166,930,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2765,47,24,124,107,134,220,179,1256,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2748,92,27,180,-93,201,249,188,2395,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2836,273,9,67,-7,1981,196,243,1214,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2829,203,26,95,20,1369,196,252,2691,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2763,80,33,134,86,150,242,163,1451,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2800,329,21,313,65,1788,164,210,1050,0,0,1,0,1,0,0,0,0,0,0,0,"5"
2577,51,6,509,21,1299,223,226,1572,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2794,63,4,270,18,2094,224,231,2524,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2710,138,7,0,0,1127,231,238,553,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2633,68,8,42,2,979,228,225,1594,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2722,74,23,153,83,175,240,191,1746,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2798,281,15,0,0,1839,178,240,1215,0,0,1,0,0,0,0,1,0,0,0,0,"5"
2743,315,4,335,79,2759,210,236,1332,0,0,1,0,0,0,0,0,0,0,1,0,"5"
2852,118,28,212,111,2128,254,202,514,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2798,32,7,277,22,2058,219,224,2568,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2560,90,4,295,18,1237,226,233,1324,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2829,135,20,153,6,781,247,227,351,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2753,102,22,242,121,272,250,205,616,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2785,72,19,0,0,218,238,201,1445,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2817,103,16,384,66,1697,245,219,674,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2766,93,33,150,64,201,250,172,2582,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2905,196,18,270,67,926,213,252,2281,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2806,54,25,42,5,255,225,177,1548,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2716,7,8,30,0,1490,211,225,1333,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2757,57,19,360,83,390,230,197,2300,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2900,32,4,127,9,1852,219,230,1500,0,0,1,0,0,0,0,0,0,0,1,0,"5"
2797,55,28,350,118,362,224,168,1989,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2594,320,4,153,-2,301,210,236,6132,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2877,147,20,150,50,618,243,233,1253,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2870,280,13,0,0,2093,183,241,977,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2938,291,7,30,3,1772,199,239,1368,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2812,135,10,90,12,2074,236,236,2274,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2734,66,30,127,73,150,233,165,2041,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2707,28,5,240,8,30,218,230,708,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2684,3,13,30,5,2343,202,215,642,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2686,278,13,0,0,1637,185,242,794,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2840,93,27,342,191,361,250,187,1924,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2773,300,13,60,16,1806,184,235,1101,0,0,1,0,0,0,0,1,0,0,0,0,"5"
2766,103,16,255,62,379,245,217,433,1,0,0,0,0,0,0,0,0,1,0,0,"5"
2754,47,20,134,67,150,222,191,1250,1,0,0,0,0,0,0,0,1,0,0,0,"5"
2793,24,9,618,59,300,216,222,967,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2793,48,13,42,10,1898,224,212,1819,0,0,1,0,0,0,0,0,0,0,0,1,"5"
2857,161,17,60,12,408,235,242,1153,0,0,1,0,0,0,0,0,0,0,0,0,"5"
2745,346,4,402,98,2673,212,233,1418,0,0,1,0,0,0,0,0,0,0,1,0,"5"
