"Elevation","Aspect","Slope","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Horizontal_Distance_To_Fire_Points","Wilderness_Area1","Wilderness_Area2","Wilderness_Area3","Wilderness_Area4","Soil_Type10","Soil_Type12","Soil_Type22","Soil_Type23","Soil_Type29","Soil_Type30","Soil_Type32","Soil_Type33","Cover_Type","Cover_Type"
2225,8,3,850,216,232,391,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2278,138,22,1429,247,226,841,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2226,120,33,633,254,193,150,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2128,342,9,1332,202,227,1353,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2203,128,34,875,252,196,268,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2328,118,36,361,253,183,1879,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2131,271,15,1063,179,244,1342,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2092,21,21,474,201,190,459,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2139,341,25,1308,161,195,1383,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2085,103,27,648,253,194,60,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2259,24,3,752,218,233,607,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2460,88,13,408,239,218,1300,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2224,216,8,1239,212,248,391,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2284,34,5,531,219,228,832,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2165,93,36,417,248,162,270,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2234,121,28,997,254,205,1296,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2339,61,11,430,229,218,571,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2311,167,18,1195,232,244,1168,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2230,133,18,525,246,228,1786,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2235,0,1,1556,217,236,866,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2256,44,19,1302,221,195,716,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2313,13,4,1148,215,231,1396,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2121,83,11,1302,235,221,930,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2161,203,30,1154,189,250,947,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2177,106,34,510,253,177,182,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2110,129,24,902,251,218,242,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2129,47,8,1340,223,223,390,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2228,95,9,470,234,227,1852,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2270,79,7,658,230,227,713,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2478,96,5,335,228,233,1549,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2072,234,21,1110,180,253,376,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2161,98,38,591,250,160,95,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2233,146,16,566,240,236,1744,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2217,92,21,722,247,203,1570,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2357,238,25,891,166,251,451,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2219,96,12,1423,239,223,983,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2084,106,26,553,253,197,127,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2318,120,36,700,253,184,295,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2284,229,24,1062,175,253,532,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2253,202,20,511,207,253,592,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2188,325,12,616,190,227,1273,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2294,241,23,1318,169,251,837,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2372,116,19,792,249,218,1556,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2320,167,24,1252,232,241,750,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2251,131,29,870,251,211,1423,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2057,202,19,942,208,253,379,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2008,81,6,300,228,230,362,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2291,68,32,616,234,160,277,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2299,171,13,1308,229,245,878,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2194,46,22,450,221,188,277,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2111,111,6,1177,230,234,1307,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2185,121,28,819,254,205,201,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2214,135,30,1273,250,211,1018,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2263,152,27,1294,241,229,752,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2353,239,15,1123,191,252,751,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2159,114,31,1370,254,193,726,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2326,145,26,1456,246,224,1026,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2155,184,18,1266,222,249,1077,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2151,134,31,899,250,208,255,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2287,128,39,787,249,185,301,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2325,130,30,937,252,208,400,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2280,59,25,360,229,179,1666,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2127,87,10,1298,235,224,421,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2142,32,6,797,219,226,1577,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2027,61,23,268,232,186,518,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2205,41,10,750,221,218,1552,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2309,190,22,1294,214,251,787,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2251,34,11,930,219,217,1176,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2211,134,28,849,251,214,1442,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2291,157,10,1326,231,242,883,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2156,135,22,1437,248,224,792,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2224,133,20,1130,248,226,272,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2200,131,19,955,247,226,1337,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2165,149,28,1451,243,225,811,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2328,93,26,679,250,190,309,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2051,132,29,579,251,211,641,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2290,111,29,531,254,196,1761,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2205,123,21,764,250,219,362,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2245,124,25,1294,252,212,999,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2158,125,21,1288,249,221,1159,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2170,110,36,537,253,174,153,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2338,11,7,446,213,225,1471,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2294,124,31,1167,253,201,655,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2264,80,20,323,242,200,1756,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2346,118,24,895,252,211,1448,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2366,259,17,830,176,247,466,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2102,347,6,1290,208,230,960,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2380,62,27,764,231,173,379,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2254,157,26,1146,238,233,1149,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2296,230,20,1018,186,254,518,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2367,57,16,760,229,203,1114,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2191,257,8,534,202,245,1231,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2258,156,19,1110,238,238,1200,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2400,90,2,767,223,235,1570,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2023,11,23,509,188,186,514,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2306,47,18,1282,223,197,1237,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2179,12,9,636,211,221,1296,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2221,135,8,577,233,237,1748,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2158,111,29,1195,254,194,553,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2345,157,24,192,239,235,1732,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2239,128,32,806,252,202,1486,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2309,135,44,765,242,179,306,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2252,101,25,616,252,197,1676,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2353,114,8,1015,235,232,1370,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2100,6,19,849,194,201,228,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2191,127,33,900,253,198,283,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2131,56,2,1350,220,235,1358,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2060,254,12,895,193,248,210,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2203,59,21,900,231,190,934,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2179,112,25,1421,253,204,537,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2326,87,20,1158,244,204,1221,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2384,65,7,537,227,226,1381,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2345,45,4,1355,221,231,510,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2382,57,16,531,229,205,1794,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2233,73,17,642,237,206,1657,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2078,279,9,700,196,241,108,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2235,174,31,1116,221,238,525,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2105,136,17,1397,244,231,824,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2112,23,9,1165,215,221,547,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2292,110,29,616,254,195,1677,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2260,118,21,553,250,217,1740,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2074,80,12,966,236,218,247,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2207,225,2,700,216,241,1621,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2379,98,19,841,248,209,1523,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2055,189,9,918,221,247,351,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2314,1,11,324,205,220,832,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2271,151,29,1252,242,224,713,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2389,137,23,283,248,224,1844,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2097,47,10,983,224,219,702,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2208,148,30,1107,243,221,492,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2013,117,18,300,247,221,351,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2186,86,7,999,230,229,1296,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2253,119,25,474,253,210,1826,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2289,105,41,876,250,157,335,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2236,70,10,1533,231,221,895,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2217,340,12,1140,195,223,366,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2152,45,14,1167,223,210,924,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2214,109,15,674,245,222,1640,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2101,39,19,630,217,195,684,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2039,350,7,518,208,228,649,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2172,283,22,1167,153,234,797,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2073,74,14,990,236,212,277,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2356,129,43,764,246,174,342,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2149,98,19,780,247,210,815,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2152,357,20,990,185,201,417,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2316,131,16,604,244,230,685,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2367,356,7,711,209,227,1537,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2046,98,10,799,237,225,612,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2358,234,15,853,194,252,495,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2303,353,6,957,210,230,900,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2141,109,20,1315,250,213,666,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2118,154,21,553,239,237,457,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2225,141,29,1252,248,218,1040,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2275,174,26,1337,225,242,808,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2218,74,10,443,233,220,1129,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2297,66,19,330,235,198,1627,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2212,144,33,1065,245,213,450,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2192,138,28,1167,249,216,1124,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2273,135,6,390,230,237,1570,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2214,132,32,659,251,205,134,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2295,147,32,1252,243,218,731,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2288,103,25,268,252,199,1736,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2089,142,20,268,244,231,603,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2048,142,16,882,241,235,543,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2220,100,15,618,244,218,1706,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2227,134,32,870,250,206,1421,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2401,107,15,376,245,220,1907,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2136,45,11,1332,223,217,1328,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2090,92,28,1190,250,184,474,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2275,108,13,638,241,225,741,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2337,127,26,782,252,212,1542,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2177,331,12,636,192,225,1338,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2247,119,17,1475,247,222,379,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2313,258,10,600,197,246,598,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2030,18,18,467,203,199,524,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2271,133,36,768,249,197,272,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2308,116,33,319,254,188,1822,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2203,155,4,1296,224,240,680,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2278,99,14,390,242,220,1597,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2350,100,25,582,251,198,1725,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2331,133,30,1041,251,210,601,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2220,340,15,1146,186,216,306,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2133,321,28,1165,136,200,1207,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2047,115,25,711,253,207,674,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2253,191,7,424,220,246,499,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2306,348,23,983,172,196,918,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2126,333,4,1307,210,234,1332,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2279,110,7,234,233,232,395,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2184,351,9,1129,204,225,1172,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2302,348,6,127,209,231,192,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2054,40,20,973,217,192,451,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2292,101,38,853,251,162,331,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2240,61,2,1602,221,234,808,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2154,63,7,1498,226,226,247,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2328,113,8,1348,234,232,962,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2254,312,13,1142,185,230,424,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2288,108,25,1008,253,202,1308,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2021,342,16,576,185,214,437,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2153,116,27,713,254,203,67,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2045,352,10,895,202,222,570,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2203,18,6,785,216,227,335,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2092,343,13,819,193,219,201,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2070,319,10,960,195,231,228,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2255,123,33,785,254,196,1507,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2352,235,17,872,189,253,488,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2163,130,19,1380,247,226,914,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2198,126,13,787,242,231,395,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2122,5,22,902,186,192,309,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2071,292,26,480,140,225,258,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2038,110,11,685,239,228,690,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2045,108,24,541,252,206,618,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2114,135,18,1205,245,230,1282,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2303,77,13,162,236,216,1103,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2281,119,19,1279,249,220,1032,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2322,149,26,1019,243,227,571,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2387,72,15,691,236,210,865,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2405,123,14,335,243,229,1867,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2143,101,6,934,230,232,684,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2157,76,14,741,236,214,1513,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2369,51,10,721,225,218,1215,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2215,60,26,1224,230,177,624,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2328,160,7,1307,228,242,930,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2365,98,3,1100,225,234,767,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2217,68,18,930,236,200,967,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2276,35,30,1589,201,160,785,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2111,308,5,1025,205,237,362,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2133,102,35,607,252,172,60,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2219,175,28,1140,223,241,541,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2286,26,6,258,217,227,481,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2255,23,12,959,212,214,1180,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2313,237,23,976,172,252,484,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2293,111,28,1032,254,197,1290,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2183,121,31,1316,254,198,977,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2307,122,25,949,253,211,1374,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2254,138,24,1380,248,224,918,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2118,36,28,573,205,165,845,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2309,60,31,636,227,159,300,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2120,22,14,1233,211,210,1064,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2381,40,4,577,220,231,1413,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2175,18,24,1262,194,183,859,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2075,229,20,1026,187,254,295,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2335,114,34,446,254,184,1847,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2083,313,17,180,171,224,684,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2241,124,24,499,252,215,1806,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2396,149,12,741,236,239,1600,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2386,85,18,484,243,206,1832,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2188,72,12,638,233,217,1253,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2238,134,32,691,250,207,190,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2200,77,25,474,242,186,247,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2391,6,14,510,202,213,1351,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2288,23,2,175,218,235,408,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2183,69,3,1008,223,233,443,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2319,183,19,1273,222,249,872,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2380,186,6,607,221,245,1714,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2337,13,12,959,208,216,1440,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2345,114,24,807,253,208,1524,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2086,56,22,570,228,186,626,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2040,107,12,741,240,225,655,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2120,107,34,664,254,178,0,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2267,155,25,1168,240,233,1129,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2063,120,13,933,241,229,192,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2354,219,9,876,210,249,524,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2148,150,33,1073,241,217,426,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2266,105,23,573,251,206,1718,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2492,71,12,270,233,216,1631,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2217,84,30,516,246,173,228,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2242,126,38,1015,250,185,417,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2129,142,5,1357,228,239,1323,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2302,33,8,404,219,222,825,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2268,322,13,940,186,226,443,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2130,34,7,949,219,225,1450,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2267,111,15,1262,244,223,618,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2118,317,11,1129,191,231,1302,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2090,105,31,618,254,186,67,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2073,67,17,451,234,204,722,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2252,10,27,1506,180,175,997,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2102,128,3,1290,224,237,968,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2338,248,9,1176,202,247,108,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2159,125,25,792,252,213,150,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2052,93,15,365,242,215,309,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2332,225,26,933,175,253,480,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2470,66,8,404,229,224,1265,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2242,82,16,446,240,211,895,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2100,6,4,1312,214,231,930,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2253,115,24,1316,252,209,979,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2151,139,20,914,245,230,693,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2404,37,14,457,219,209,1320,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2356,117,21,876,251,215,1473,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2280,152,31,1273,240,223,741,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2344,121,35,1126,253,189,666,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2169,116,32,953,254,191,319,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2207,183,29,1485,214,244,870,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2100,71,28,295,238,173,371,0,0,0,1,1,0,0,0,0,0,0,0,"4","4"
2198,11,4,785,216,232,351,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2190,293,23,1320,151,228,953,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2269,133,24,1410,250,221,816,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2351,239,4,900,212,243,553,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2280,124,20,1233,249,221,1068,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2367,107,21,858,250,211,1498,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2360,143,18,1149,243,233,696,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2153,158,24,900,237,236,741,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
2364,105,22,834,251,206,1514,0,0,0,1,0,0,0,0,0,0,0,0,"4","4"
